module,kind,name,fields,field_count,path
documents,response,DocumentVersionResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'documentId'}, {'type': 'int', 'name': 'versionNumber'}, {'type': 'String', 'name': 'versionLabel'}, {'type': 'String', 'name': 'mimeType'}, {'type': 'String', 'name': 'originalFilename'}, {'type': 'long', 'name': 'fileSizeBytes'}, {'type': 'String', 'name': 'checksumValue'}, {'type': 'DocumentVersionStatus', 'name': 'versionStatus'}, {'type': 'Instant', 'name': 'uploadedAt'}]",10,src/main/java/dz/sh/hidra/modules/documents/api/rest/response/DocumentVersionResponse.java
documents,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/documents/api/rest/response/package-info.java
hse,request,CloseHseCaseRequest,"[{'type': 'String', 'name': 'hseCaseId'}, {'type': 'String', 'name': 'closureSummary'}, {'type': 'boolean', 'name': 'impactAssessed'}, {'type': 'boolean', 'name': 'capaCompleted'}, {'type': 'boolean', 'name': 'evidenceReviewed'}, {'type': 'boolean', 'name': 'regulatoryReviewed'}, {'type': 'String', 'name': 'closedByActorId'}, {'type': 'String', 'name': 'closedByDisplayNameSnapshot'}, {'type': 'String', 'name': 'workflowInstanceId'}]",9,src/main/java/dz/sh/hidra/modules/hse/api/rest/request/CloseHseCaseRequest.java
hse,request,CreateHseCapaRequest,"[{'type': 'String', 'name': 'hseCaseId'}, {'type': 'String', 'name': 'actionNumber'}, {'type': 'String', 'name': 'actionTypeId'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'description'}, {'type': 'String', 'name': 'ownerActorId'}, {'type': 'String', 'name': 'ownerDisplayNameSnapshot'}, {'type': 'String', 'name': 'ownerOrganizationUnitId'}, {'type': 'String', 'name': 'ownerOrganizationUnitNameSnapshot'}, {'type': 'Instant', 'name': 'targetDate'}, {'type': 'boolean', 'name': 'verificationRequired'}, {'type': 'String', 'name': 'linkedWorkOrderId'}, {'type': 'String', 'name': 'workflowTaskId'}]",13,src/main/java/dz/sh/hidra/modules/hse/api/rest/request/CreateHseCapaRequest.java
hse,request,OpenHseCaseRequest,"[{'type': 'String', 'name': 'caseNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'description'}, {'type': 'String', 'name': 'caseTypeId'}, {'type': 'String', 'name': 'severityId'}, {'type': 'String', 'name': 'priorityId'}, {'type': 'HseCaseSourceType', 'name': 'sourceType'}, {'type': 'String', 'name': 'incidentReferenceId'}, {'type': 'String', 'name': 'incidentCodeSnapshot'}, {'type': 'String', 'name': 'incidentTitleSnapshot'}, {'type': 'String', 'name': 'targetModule'}, {'type': 'String', 'name': 'targetTypeCode'}, {'type': 'String', 'name': 'targetId'}, {'type': 'String', 'name': 'targetCodeSnapshot'}, {'type': 'String', 'name': 'targetLabelSnapshot'}, {'type': 'Instant', 'name': 'occurredAt'}, {'type': 'String', 'name': 'reportedByActorId'}, {'type': 'String', 'name': 'reportedByDisplayNameSnapshot'}, {'type': 'String', 'name': 'responsibleOrganizationUnitId'}, {'type': 'String', 'name': 'responsibleOrganizationUnitNameSnapshot'}, {'type': 'String', 'name': 'workflowInstanceId'}]",21,src/main/java/dz/sh/hidra/modules/hse/api/rest/request/OpenHseCaseRequest.java
hse,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/hse/api/rest/request/package-info.java
hse,response,HseCapaResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'hseCaseId'}, {'type': 'String', 'name': 'actionNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'CapaStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'targetDate'}, {'type': 'Instant', 'name': 'completedAt'}]",7,src/main/java/dz/sh/hidra/modules/hse/api/rest/response/HseCapaResponse.java
hse,response,HseCaseResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'caseNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'caseTypeId'}, {'type': 'String', 'name': 'severityId'}, {'type': 'HseCaseStatus', 'name': 'status'}, {'type': 'HseCaseSourceType', 'name': 'sourceType'}, {'type': 'String', 'name': 'incidentReferenceId'}, {'type': 'String', 'name': 'targetModule'}, {'type': 'String', 'name': 'targetTypeCode'}, {'type': 'String', 'name': 'targetId'}, {'type': 'Instant', 'name': 'reportedAt'}, {'type': 'Instant', 'name': 'closedAt'}]",13,src/main/java/dz/sh/hidra/modules/hse/api/rest/response/HseCaseResponse.java
hse,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/hse/api/rest/response/package-info.java
identity,request,CreateUserRequest,"[{'type': 'String', 'name': 'username'}, {'type': 'String', 'name': 'emailAddress'}, {'type': 'String', 'name': 'displayName'}, {'type': 'UserType', 'name': 'userType'}, {'type': 'String', 'name': 'employeeReferenceId'}]",5,src/main/java/dz/sh/hidra/modules/identity/api/rest/request/CreateUserRequest.java
identity,request,EvaluatePermissionRequest,"[{'type': 'String', 'name': 'userId'}, {'type': 'String', 'name': 'permissionCode'}, {'type': 'String', 'name': 'resourceType'}, {'type': 'String', 'name': 'resourceReferenceId'}, {'type': 'AuthorizationScope', 'name': 'scope'}]",5,src/main/java/dz/sh/hidra/modules/identity/api/rest/request/EvaluatePermissionRequest.java
identity,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/identity/api/rest/request/package-info.java
identity,response,PermissionDecisionResponse,"[{'type': 'boolean', 'name': 'permitted'}, {'type': 'AuthorizationDecisionValue', 'name': 'decision'}, {'type': 'String', 'name': 'reasonCode'}, {'type': 'String', 'name': 'reasonMessage'}, {'type': 'Instant', 'name': 'evaluatedAt'}]",5,src/main/java/dz/sh/hidra/modules/identity/api/rest/response/PermissionDecisionResponse.java
identity,response,UserResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'username'}, {'type': 'String', 'name': 'emailAddress'}, {'type': 'String', 'name': 'displayName'}, {'type': 'UserType', 'name': 'userType'}, {'type': 'UserStatus', 'name': 'status'}]",6,src/main/java/dz/sh/hidra/modules/identity/api/rest/response/UserResponse.java
identity,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/identity/api/rest/response/package-info.java
incident,request,CloseIncidentRequest,"[{'type': 'String', 'name': 'incidentId'}, {'type': 'String', 'name': 'closureSummary'}, {'type': 'boolean', 'name': 'resolutionVerified'}, {'type': 'boolean', 'name': 'evidenceReviewed'}, {'type': 'boolean', 'name': 'rootCauseReviewed'}, {'type': 'boolean', 'name': 'followUpActionsCreated'}, {'type': 'String', 'name': 'closedByActorId'}, {'type': 'String', 'name': 'closedByActorNameSnapshot'}, {'type': 'String', 'name': 'workflowInstanceId'}]",9,src/main/java/dz/sh/hidra/modules/incident/api/rest/request/CloseIncidentRequest.java
incident,request,OpenIncidentRequest,"[{'type': 'String', 'name': 'incidentNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'description'}, {'type': 'String', 'name': 'classificationId'}, {'type': 'String', 'name': 'severityId'}, {'type': 'String', 'name': 'priorityId'}, {'type': 'IncidentSourceType', 'name': 'sourceType'}, {'type': 'String', 'name': 'sourceReferenceId'}, {'type': 'String', 'name': 'sourceReferenceCode'}, {'type': 'Instant', 'name': 'detectedAt'}, {'type': 'Instant', 'name': 'occurredAt'}, {'type': 'String', 'name': 'topologyAssetTypeCode'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCode'}, {'type': 'String', 'name': 'topologyAssetNameSnapshot'}, {'type': 'String', 'name': 'locationDescriptionAr'}, {'type': 'String', 'name': 'locationDescriptionLt'}, {'type': 'BigDecimal', 'name': 'latitude'}, {'type': 'BigDecimal', 'name': 'longitude'}, {'type': 'String', 'name': 'responsibleOrganizationUnitId'}, {'type': 'String', 'name': 'responsibleOrganizationUnitCode'}, {'type': 'String', 'name': 'responsibleOrganizationUnitNameSnapshot'}, {'type': 'String', 'name': 'createdByActorId'}, {'type': 'String', 'name': 'createdByActorNameSnapshot'}]",24,src/main/java/dz/sh/hidra/modules/incident/api/rest/request/OpenIncidentRequest.java
incident,request,RecordIncidentResponseActionRequest,"[{'type': 'String', 'name': 'incidentId'}, {'type': 'String', 'name': 'actionTypeId'}, {'type': 'ResponseActionStatus', 'name': 'actionStatus'}, {'type': 'String', 'name': 'description'}, {'type': 'ResponseTargetType', 'name': 'targetType'}, {'type': 'String', 'name': 'targetReferenceId'}, {'type': 'String', 'name': 'targetReferenceCode'}, {'type': 'Instant', 'name': 'plannedStartAt'}, {'type': 'Instant', 'name': 'plannedEndAt'}, {'type': 'Instant', 'name': 'startedAt'}, {'type': 'Instant', 'name': 'completedAt'}, {'type': 'String', 'name': 'performedByActorId'}, {'type': 'String', 'name': 'performedByActorNameSnapshot'}, {'type': 'String', 'name': 'organizationUnitId'}, {'type': 'String', 'name': 'resultSummary'}, {'type': 'String', 'name': 'failureReason'}]",16,src/main/java/dz/sh/hidra/modules/incident/api/rest/request/RecordIncidentResponseActionRequest.java
incident,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/incident/api/rest/request/package-info.java
incident,response,IncidentResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'incidentNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'classificationId'}, {'type': 'String', 'name': 'severityId'}, {'type': 'IncidentStatus', 'name': 'status'}, {'type': 'IncidentSourceType', 'name': 'sourceType'}, {'type': 'String', 'name': 'topologyAssetTypeCode'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCode'}, {'type': 'Instant', 'name': 'detectedAt'}, {'type': 'Instant', 'name': 'reportedAt'}, {'type': 'Instant', 'name': 'closedAt'}]",13,src/main/java/dz/sh/hidra/modules/incident/api/rest/response/IncidentResponse.java
incident,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/incident/api/rest/response/package-info.java
integration,request,RecordExchangeMessageRequest,"[{'type': 'String', 'name': 'jobRunId'}, {'type': 'String', 'name': 'externalSystemId'}, {'type': 'String', 'name': 'endpointId'}, {'type': 'IntegrationDirection', 'name': 'direction'}, {'type': 'String', 'name': 'messageTypeId'}, {'type': 'String', 'name': 'externalMessageId'}, {'type': 'String', 'name': 'payloadFormatId'}, {'type': 'PayloadStorageMode', 'name': 'payloadStorageMode'}, {'type': 'String', 'name': 'payloadSanitized'}, {'type': 'String', 'name': 'payloadReference'}, {'type': 'String', 'name': 'payloadHash'}, {'type': 'Long', 'name': 'contentLengthBytes'}, {'type': 'Instant', 'name': 'receivedOrSentAt'}, {'type': 'String', 'name': 'correlationId'}, {'type': 'ExchangeMessageStatus', 'name': 'status'}]",15,src/main/java/dz/sh/hidra/modules/integration/api/rest/request/RecordExchangeMessageRequest.java
integration,request,RegisterExternalSystemRequest,"[{'type': 'String', 'name': 'code'}, {'type': 'String', 'name': 'nameAr'}, {'type': 'String', 'name': 'nameFr'}, {'type': 'String', 'name': 'nameEn'}, {'type': 'String', 'name': 'systemTypeId'}, {'type': 'String', 'name': 'ownerOrganizationUnitId'}, {'type': 'IntegrationEnvironment', 'name': 'environment'}, {'type': 'IntegrationCriticality', 'name': 'criticality'}, {'type': 'String', 'name': 'description'}]",9,src/main/java/dz/sh/hidra/modules/integration/api/rest/request/RegisterExternalSystemRequest.java
integration,request,StartIntegrationJobRunRequest,"[{'type': 'String', 'name': 'jobDefinitionId'}, {'type': 'long', 'name': 'runNumber'}, {'type': 'JobTriggerType', 'name': 'triggerType'}, {'type': 'String', 'name': 'triggeredByActorId'}, {'type': 'String', 'name': 'correlationId'}]",5,src/main/java/dz/sh/hidra/modules/integration/api/rest/request/StartIntegrationJobRunRequest.java
integration,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/integration/api/rest/request/package-info.java
integration,response,ExternalSystemResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'code'}, {'type': 'String', 'name': 'nameFr'}, {'type': 'String', 'name': 'systemTypeId'}, {'type': 'IntegrationEnvironment', 'name': 'environment'}, {'type': 'IntegrationCriticality', 'name': 'criticality'}, {'type': 'ExternalSystemStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'createdAt'}]",8,src/main/java/dz/sh/hidra/modules/integration/api/rest/response/ExternalSystemResponse.java
integration,response,IntegrationExchangeMessageResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'jobRunId'}, {'type': 'String', 'name': 'externalSystemId'}, {'type': 'IntegrationDirection', 'name': 'direction'}, {'type': 'String', 'name': 'externalMessageId'}, {'type': 'String', 'name': 'payloadHash'}, {'type': 'ExchangeMessageStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'receivedOrSentAt'}]",8,src/main/java/dz/sh/hidra/modules/integration/api/rest/response/IntegrationExchangeMessageResponse.java
integration,response,IntegrationJobRunResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'jobDefinitionId'}, {'type': 'long', 'name': 'runNumber'}, {'type': 'JobTriggerType', 'name': 'triggerType'}, {'type': 'JobRunStatus', 'name': 'status'}, {'type': 'String', 'name': 'correlationId'}, {'type': 'Instant', 'name': 'startedAt'}, {'type': 'Instant', 'name': 'completedAt'}]",8,src/main/java/dz/sh/hidra/modules/integration/api/rest/response/IntegrationJobRunResponse.java
integration,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/integration/api/rest/response/package-info.java
integrity,request,CreateIntegrityAssessmentRequest,"[{'type': 'String', 'name': 'programId'}, {'type': 'String', 'name': 'assessmentNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'description'}, {'type': 'String', 'name': 'assessmentTypeId'}, {'type': 'String', 'name': 'methodologyId'}, {'type': 'Instant', 'name': 'assessmentDate'}, {'type': 'String', 'name': 'assessedByActorId'}, {'type': 'String', 'name': 'workflowInstanceId'}]",9,src/main/java/dz/sh/hidra/modules/integrity/api/rest/request/CreateIntegrityAssessmentRequest.java
integrity,request,CreateIntegrityProgramRequest,"[{'type': 'String', 'name': 'code'}, {'type': 'String', 'name': 'nameAr'}, {'type': 'String', 'name': 'nameFr'}, {'type': 'String', 'name': 'nameEn'}, {'type': 'String', 'name': 'description'}, {'type': 'String', 'name': 'programTypeId'}, {'type': 'String', 'name': 'ownerOrganizationUnitId'}, {'type': 'String', 'name': 'ownerOrganizationUnitNameSnapshot'}, {'type': 'Instant', 'name': 'plannedStartAt'}, {'type': 'Instant', 'name': 'plannedEndAt'}, {'type': 'String', 'name': 'createdByActorId'}]",11,src/main/java/dz/sh/hidra/modules/integrity/api/rest/request/CreateIntegrityProgramRequest.java
integrity,request,OpenIntegrityCaseRequest,"[{'type': 'String', 'name': 'caseNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'description'}, {'type': 'String', 'name': 'caseTypeId'}, {'type': 'String', 'name': 'severityId'}, {'type': 'String', 'name': 'topologyAssetTypeCode'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCodeSnapshot'}, {'type': 'String', 'name': 'primaryDefectId'}, {'type': 'String', 'name': 'sourceIncidentId'}, {'type': 'String', 'name': 'sourceHseCaseId'}, {'type': 'String', 'name': 'responsibleOrganizationUnitId'}, {'type': 'String', 'name': 'workflowInstanceId'}, {'type': 'String', 'name': 'openedByActorId'}]",14,src/main/java/dz/sh/hidra/modules/integrity/api/rest/request/OpenIntegrityCaseRequest.java
integrity,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/integrity/api/rest/request/package-info.java
integrity,response,IntegrityAssessmentResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'programId'}, {'type': 'String', 'name': 'assessmentNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'assessmentTypeId'}, {'type': 'IntegrityAssessmentStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'assessmentDate'}]",7,src/main/java/dz/sh/hidra/modules/integrity/api/rest/response/IntegrityAssessmentResponse.java
integrity,response,IntegrityCaseResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'caseNumber'}, {'type': 'String', 'name': 'title'}, {'type': 'String', 'name': 'caseTypeId'}, {'type': 'IntegrityCaseStatus', 'name': 'status'}, {'type': 'String', 'name': 'topologyAssetTypeCode'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'primaryDefectId'}, {'type': 'Instant', 'name': 'openedAt'}, {'type': 'Instant', 'name': 'closedAt'}]",10,src/main/java/dz/sh/hidra/modules/integrity/api/rest/response/IntegrityCaseResponse.java
integrity,response,IntegrityProgramResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'code'}, {'type': 'String', 'name': 'nameFr'}, {'type': 'String', 'name': 'programTypeId'}, {'type': 'IntegrityProgramStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'plannedStartAt'}, {'type': 'Instant', 'name': 'plannedEndAt'}]",7,src/main/java/dz/sh/hidra/modules/integrity/api/rest/response/IntegrityProgramResponse.java
integrity,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/integrity/api/rest/response/package-info.java
leakdetection,request,CreateLeakCandidateRequest,"[{'type': 'String', 'name': 'runId'}, {'type': 'String', 'name': 'profileId'}, {'type': 'String', 'name': 'candidateNumber'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCode'}, {'type': 'String', 'name': 'topologyAssetNameSnapshot'}, {'type': 'Instant', 'name': 'suspectedAt'}, {'type': 'Instant', 'name': 'firstEvidenceAt'}, {'type': 'BigDecimal', 'name': 'confidenceScore'}, {'type': 'String', 'name': 'summary'}, {'type': 'String', 'name': 'correlationId'}]",12,src/main/java/dz/sh/hidra/modules/leakdetection/api/rest/request/CreateLeakCandidateRequest.java
leakdetection,request,EscalateLeakCaseRequest,"[{'type': 'String', 'name': 'caseId'}, {'type': 'String', 'name': 'candidateId'}, {'type': 'LeakEscalationTargetType', 'name': 'targetType'}, {'type': 'String', 'name': 'targetReferenceId'}, {'type': 'String', 'name': 'targetCodeSnapshot'}, {'type': 'String', 'name': 'targetNameSnapshot'}, {'type': 'String', 'name': 'escalatedByActorId'}, {'type': 'String', 'name': 'reasonText'}, {'type': 'String', 'name': 'correlationId'}]",9,src/main/java/dz/sh/hidra/modules/leakdetection/api/rest/request/EscalateLeakCaseRequest.java
leakdetection,request,OpenLeakCaseRequest,"[{'type': 'String', 'name': 'caseNumber'}, {'type': 'String', 'name': 'primaryCandidateId'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCode'}, {'type': 'String', 'name': 'owningOrganizationUnitId'}, {'type': 'BigDecimal', 'name': 'confidenceScore'}, {'type': 'String', 'name': 'openedByActorId'}, {'type': 'String', 'name': 'correlationId'}]",9,src/main/java/dz/sh/hidra/modules/leakdetection/api/rest/request/OpenLeakCaseRequest.java
leakdetection,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/leakdetection/api/rest/request/package-info.java
leakdetection,response,LeakCandidateResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'candidateNumber'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCode'}, {'type': 'BigDecimal', 'name': 'confidenceScore'}, {'type': 'LeakSeverityLevel', 'name': 'severityLevel'}, {'type': 'LeakCandidateStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'suspectedAt'}]",9,src/main/java/dz/sh/hidra/modules/leakdetection/api/rest/response/LeakCandidateResponse.java
leakdetection,response,LeakCaseResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'caseNumber'}, {'type': 'String', 'name': 'primaryCandidateId'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'LeakDetectionCaseStatus', 'name': 'status'}, {'type': 'LeakSeverityLevel', 'name': 'severityLevel'}, {'type': 'BigDecimal', 'name': 'confidenceScore'}, {'type': 'Instant', 'name': 'openedAt'}, {'type': 'Instant', 'name': 'closedAt'}]",10,src/main/java/dz/sh/hidra/modules/leakdetection/api/rest/response/LeakCaseResponse.java
leakdetection,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/leakdetection/api/rest/response/package-info.java
monitoring,request,CreateMonitoringRuleRequest,"[{'type': 'String', 'name': 'code'}, {'type': 'String', 'name': 'nameAr'}, {'type': 'String', 'name': 'nameFr'}, {'type': 'String', 'name': 'nameEn'}, {'type': 'MonitoringRuleType', 'name': 'ruleType'}, {'type': 'String', 'name': 'evaluationFrequencyId'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCode'}, {'type': 'String', 'name': 'telemetryPointId'}, {'type': 'String', 'name': 'planningTargetTypeId'}, {'type': 'String', 'name': 'expression'}, {'type': 'String', 'name': 'createdByActorId'}]",13,src/main/java/dz/sh/hidra/modules/monitoring/api/rest/request/CreateMonitoringRuleRequest.java
monitoring,request,RecordDeviationRequest,"[{'type': 'String', 'name': 'evaluationId'}, {'type': 'String', 'name': 'planTargetId'}, {'type': 'String', 'name': 'expectedFlowStateId'}, {'type': 'String', 'name': 'trustedTelemetryReadingId'}, {'type': 'String', 'name': 'telemetryPointId'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'topologyAssetCode'}, {'type': 'BigDecimal', 'name': 'actualValue'}, {'type': 'BigDecimal', 'name': 'expectedValue'}, {'type': 'BigDecimal', 'name': 'differenceValue'}, {'type': 'BigDecimal', 'name': 'differencePercent'}, {'type': 'String', 'name': 'unitId'}, {'type': 'DeviationSeverity', 'name': 'severity'}, {'type': 'String', 'name': 'reasonCode'}, {'type': 'String', 'name': 'reasonMessage'}]",16,src/main/java/dz/sh/hidra/modules/monitoring/api/rest/request/RecordDeviationRequest.java
monitoring,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/monitoring/api/rest/request/package-info.java
monitoring,response,DeviationResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'planTargetId'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'BigDecimal', 'name': 'actualValue'}, {'type': 'BigDecimal', 'name': 'expectedValue'}, {'type': 'BigDecimal', 'name': 'differencePercent'}, {'type': 'DeviationSeverity', 'name': 'severity'}, {'type': 'DeviationStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'detectedAt'}]",10,src/main/java/dz/sh/hidra/modules/monitoring/api/rest/response/DeviationResponse.java
monitoring,response,MonitoringRuleResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'code'}, {'type': 'String', 'name': 'nameFr'}, {'type': 'MonitoringRuleType', 'name': 'ruleType'}, {'type': 'MonitoringLifecycleStatus', 'name': 'status'}, {'type': 'String', 'name': 'topologyAssetType'}, {'type': 'String', 'name': 'topologyAssetId'}, {'type': 'String', 'name': 'telemetryPointId'}]",8,src/main/java/dz/sh/hidra/modules/monitoring/api/rest/response/MonitoringRuleResponse.java
monitoring,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/monitoring/api/rest/response/package-info.java
notification,request,CreateNotificationMessageRequest,"[{'type': 'String', 'name': 'requestId'}, {'type': 'String', 'name': 'recipientId'}, {'type': 'String', 'name': 'channelId'}, {'type': 'String', 'name': 'templateId'}, {'type': 'String', 'name': 'templateVersionId'}, {'type': 'String', 'name': 'locale'}, {'type': 'String', 'name': 'subjectRendered'}, {'type': 'String', 'name': 'bodyRendered'}, {'type': 'String', 'name': 'shortTextRendered'}, {'type': 'String', 'name': 'payloadHash'}, {'type': 'String', 'name': 'priorityId'}, {'type': 'Instant', 'name': 'scheduledAt'}, {'type': 'Instant', 'name': 'expiresAt'}]",13,src/main/java/dz/sh/hidra/modules/notification/api/rest/request/CreateNotificationMessageRequest.java
notification,request,ReceiveNotificationRequestRequest,"[{'type': 'String', 'name': 'sourceModule'}, {'type': 'String', 'name': 'sourceEventType'}, {'type': 'String', 'name': 'sourceEventId'}, {'type': 'String', 'name': 'targetType'}, {'type': 'String', 'name': 'targetId'}, {'type': 'String', 'name': 'targetCodeSnapshot'}, {'type': 'String', 'name': 'targetLabelSnapshot'}, {'type': 'String', 'name': 'categoryId'}, {'type': 'String', 'name': 'priorityId'}, {'type': 'String', 'name': 'policyId'}, {'type': 'String', 'name': 'templateId'}, {'type': 'String', 'name': 'templateVersionId'}, {'type': 'String', 'name': 'requestedByActorId'}, {'type': 'String', 'name': 'requestedByDisplayNameSnapshot'}, {'type': 'String', 'name': 'correlationId'}, {'type': 'String', 'name': 'requestId'}, {'type': 'Instant', 'name': 'expiresAt'}]",17,src/main/java/dz/sh/hidra/modules/notification/api/rest/request/ReceiveNotificationRequestRequest.java
notification,request,RecordDeliveryAttemptRequest,"[{'type': 'String', 'name': 'messageId'}, {'type': 'int', 'name': 'attemptNumber'}, {'type': 'String', 'name': 'channelId'}, {'type': 'String', 'name': 'providerReference'}, {'type': 'String', 'name': 'providerMessageId'}, {'type': 'DeliveryAttemptStatus', 'name': 'attemptStatus'}, {'type': 'Instant', 'name': 'attemptedAt'}, {'type': 'Instant', 'name': 'completedAt'}, {'type': 'String', 'name': 'failureCode'}, {'type': 'String', 'name': 'failureMessage'}, {'type': 'Instant', 'name': 'nextRetryAt'}, {'type': 'String', 'name': 'correlationId'}]",12,src/main/java/dz/sh/hidra/modules/notification/api/rest/request/RecordDeliveryAttemptRequest.java
notification,request,package-info,[],0,src/main/java/dz/sh/hidra/modules/notification/api/rest/request/package-info.java
notification,response,NotificationDeliveryAttemptResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'messageId'}, {'type': 'int', 'name': 'attemptNumber'}, {'type': 'String', 'name': 'channelId'}, {'type': 'DeliveryAttemptStatus', 'name': 'attemptStatus'}, {'type': 'Instant', 'name': 'attemptedAt'}, {'type': 'Instant', 'name': 'completedAt'}, {'type': 'Instant', 'name': 'nextRetryAt'}]",8,src/main/java/dz/sh/hidra/modules/notification/api/rest/response/NotificationDeliveryAttemptResponse.java
notification,response,NotificationMessageResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'requestId'}, {'type': 'String', 'name': 'recipientId'}, {'type': 'String', 'name': 'channelId'}, {'type': 'String', 'name': 'templateVersionId'}, {'type': 'String', 'name': 'locale'}, {'type': 'NotificationMessageStatus', 'name': 'status'}, {'type': 'Instant', 'name': 'scheduledAt'}, {'type': 'Instant', 'name': 'createdAt'}]",9,src/main/java/dz/sh/hidra/modules/notification/api/rest/response/NotificationMessageResponse.java
notification,response,NotificationRequestResponse,"[{'type': 'String', 'name': 'id'}, {'type': 'String', 'name': 'sourceModule'}, {'type': 'String', 'name': 'sourceEventType'}, {'type': 'String', 'name': 'sourceEventId'}, {'type': 'String', 'name': 'targetType'}, {'type': 'String', 'name': 'targetId'}, {'type': 'NotificationRequestStatus', 'name': 'status'}, {'type': 'String', 'name': 'correlationId'}, {'type': 'Instant', 'name': 'requestedAt'}]",9,src/main/java/dz/sh/hidra/modules/notification/api/rest/response/NotificationRequestResponse.java
notification,response,package-info,[],0,src/main/java/dz/sh/hidra/modules/notification/api/rest/response/package-info.java
